11,22,1,13,26,2,14,7,21,3,15,5,10,20,4,16,8,24,12,6,18,9,27
11,22,1,13,26,2,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,15
11,22,1,13,26,2,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,25
11,22,1,15,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,2,26,13
11,22,1,25,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,2,26,13
11,22,1,27,9,18,6,12,24,8,16,4,20,10,5,15,3,21,7,14,2,26,13
11,22,2,14,7,21,3,15,5,10,20,4,16,8,24,12,6,18,9,27,1,13,26
11,22,2,14,7,21,3,15,5,10,20,4,16,8,24,12,6,18,9,27,1,26,13
11,22,2,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,15,1,13,26
11,22,2,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,15,1,26,13
11,22,2,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,25,1,13,26
11,22,2,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,25,1,26,13
11,22,2,26,13,1,14,7,21,3,15,5,10,20,4,16,8,24,12,6,18,9,27
11,22,2,26,13,1,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,15
11,22,2,26,13,1,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,25
11,22,2,26,13,1,15,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14
11,22,2,26,13,1,25,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14
11,22,2,26,13,1,27,9,18,6,12,24,8,16,4,20,10,5,15,3,21,7,14
13,26,1,11,22,2,14,7,21,3,15,5,10,20,4,16,8,24,12,6,18,9,27
13,26,1,11,22,2,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,15
13,26,1,11,22,2,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,25
13,26,1,15,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,2,22,11
13,26,1,25,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,2,22,11
13,26,1,27,9,18,6,12,24,8,16,4,20,10,5,15,3,21,7,14,2,22,11
13,26,2,14,7,21,3,15,5,10,20,4,16,8,24,12,6,18,9,27,1,11,22
13,26,2,14,7,21,3,15,5,10,20,4,16,8,24,12,6,18,9,27,1,22,11
13,26,2,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,15,1,11,22
13,26,2,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,15,1,22,11
13,26,2,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,25,1,11,22
13,26,2,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,25,1,22,11
13,26,2,22,11,1,14,7,21,3,15,5,10,20,4,16,8,24,12,6,18,9,27
13,26,2,22,11,1,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,15
13,26,2,22,11,1,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,25
13,26,2,22,11,1,15,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14
13,26,2,22,11,1,25,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14
13,26,2,22,11,1,27,9,18,6,12,24,8,16,4,20,10,5,15,3,21,7,14
14,7,21,3,15,5,10,20,4,16,8,24,12,6,18,9,27,1,11,22,2,26,13
14,7,21,3,15,5,10,20,4,16,8,24,12,6,18,9,27,1,13,26,2,22,11
14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,15,1,11,22,2,26,13
14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,15,1,13,26,2,22,11
14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,25,1,11,22,2,26,13
14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,25,1,13,26,2,22,11
15,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,1,11,22,2,26,13
15,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,1,13,26,2,22,11
15,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,2,22,11,1,13,26
15,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,2,22,11,1,26,13
15,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,2,26,13,1,11,22
15,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,2,26,13,1,22,11
22,11,1,13,26,2,14,7,21,3,15,5,10,20,4,16,8,24,12,6,18,9,27
22,11,1,13,26,2,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,15
22,11,1,13,26,2,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,25
22,11,1,15,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,2,26,13
22,11,1,25,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,2,26,13
22,11,1,27,9,18,6,12,24,8,16,4,20,10,5,15,3,21,7,14,2,26,13
25,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,1,11,22,2,26,13
25,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,1,13,26,2,22,11
25,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,2,22,11,1,13,26
25,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,2,22,11,1,26,13
25,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,2,26,13,1,11,22
25,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,2,26,13,1,22,11
26,13,1,11,22,2,14,7,21,3,15,5,10,20,4,16,8,24,12,6,18,9,27
26,13,1,11,22,2,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,15
26,13,1,11,22,2,14,7,21,3,27,9,18,6,12,24,8,16,4,20,10,5,25
26,13,1,15,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,2,22,11
26,13,1,25,5,10,20,4,16,8,24,12,6,18,9,27,3,21,7,14,2,22,11
26,13,1,27,9,18,6,12,24,8,16,4,20,10,5,15,3,21,7,14,2,22,11
27,9,18,6,12,24,8,16,4,20,10,5,15,3,21,7,14,1,11,22,2,26,13
27,9,18,6,12,24,8,16,4,20,10,5,15,3,21,7,14,1,13,26,2,22,11
27,9,18,6,12,24,8,16,4,20,10,5,15,3,21,7,14,2,22,11,1,13,26
27,9,18,6,12,24,8,16,4,20,10,5,15,3,21,7,14,2,22,11,1,26,13
27,9,18,6,12,24,8,16,4,20,10,5,15,3,21,7,14,2,26,13,1,11,22
27,9,18,6,12,24,8,16,4,20,10,5,15,3,21,7,14,2,26,13,1,22,11
